textId,sourceType,studentId,text,signalType,confidence,severity,requiresReview
TXT-004299,mood_checkin,STU-2026-0125,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.893,low,False
TXT-004300,mood_checkin,STU-2026-0125,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.916,low,False
TXT-004301,mood_checkin,STU-2026-0125,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.86,low,False
TXT-004302,mood_checkin,STU-2026-0125,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.94,low,False
TXT-004303,mood_checkin,STU-2026-0125,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.941,low,False
TXT-004304,mood_checkin,STU-2026-0125,Scored well on the math quiz! Hard work is finally paying off.,positive,0.903,low,False
TXT-004305,mood_checkin,STU-2026-0125,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.831,low,False
TXT-004306,mood_checkin,STU-2026-0125,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.866,low,False
TXT-004307,mood_checkin,STU-2026-0125,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.81,low,False
TXT-004308,mood_checkin,STU-2026-0125,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.814,low,False
TXT-004309,mood_checkin,STU-2026-0125,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.846,low,False
TXT-004310,mood_checkin,STU-2026-0125,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.719,low,False
TXT-004311,mood_checkin,STU-2026-0125,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.931,low,False
TXT-004312,mood_checkin,STU-2026-0126,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.91,low,False
TXT-004313,mood_checkin,STU-2026-0126,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.887,low,False
TXT-004314,mood_checkin,STU-2026-0126,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.933,low,False
TXT-004315,mood_checkin,STU-2026-0126,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.945,low,False
TXT-004316,mood_checkin,STU-2026-0126,Regular school day. Completed notes in English and started the math homework.,neutral,0.947,low,False
TXT-004317,mood_checkin,STU-2026-0126,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.91,low,False
TXT-004318,mood_checkin,STU-2026-0126,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.975,low,False
TXT-004319,mood_checkin,STU-2026-0126,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.916,low,False
TXT-004320,mood_checkin,STU-2026-0126,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.906,low,False
TXT-004321,mood_checkin,STU-2026-0126,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.93,low,False
TXT-004322,mood_checkin,STU-2026-0126,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.944,low,False
TXT-004323,mood_checkin,STU-2026-0126,"Standard school day, revised chapter 4 during the study break.",neutral,0.822,low,False
TXT-004324,mood_checkin,STU-2026-0126,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.907,low,False
TXT-004325,mood_checkin,STU-2026-0126,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.88,low,False
TXT-004326,mood_checkin,STU-2026-0126,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.91,low,False
TXT-004327,mood_checkin,STU-2026-0126,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.896,low,False
TXT-004328,mood_checkin,STU-2026-0126,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.884,low,False
TXT-004329,mood_checkin,STU-2026-0126,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.877,low,False
TXT-004330,mood_checkin,STU-2026-0126,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.829,low,False
TXT-004331,mood_checkin,STU-2026-0126,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.925,low,False
TXT-004332,mood_checkin,STU-2026-0126,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.848,low,False
TXT-004333,mood_checkin,STU-2026-0126,Scored well on the math quiz! Hard work is finally paying off.,positive,0.973,low,False
TXT-004334,mood_checkin,STU-2026-0126,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.971,low,False
TXT-004335,mood_checkin,STU-2026-0126,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.889,low,False
TXT-004336,mood_checkin,STU-2026-0126,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.91,low,False
TXT-004337,mood_checkin,STU-2026-0126,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.935,low,False
TXT-004338,mood_checkin,STU-2026-0126,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.97,low,False
TXT-004339,mood_checkin,STU-2026-0127,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.929,low,False
TXT-004340,mood_checkin,STU-2026-0127,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.948,low,False
TXT-004341,mood_checkin,STU-2026-0127,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.851,low,False
TXT-004342,mood_checkin,STU-2026-0127,Scored well on the math quiz! Hard work is finally paying off.,positive,0.814,low,False
TXT-004343,mood_checkin,STU-2026-0127,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.832,low,False
TXT-004344,mood_checkin,STU-2026-0127,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.936,low,False
TXT-004345,mood_checkin,STU-2026-0127,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.847,low,False
TXT-004346,mood_checkin,STU-2026-0127,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.848,low,False
TXT-004347,mood_checkin,STU-2026-0127,"Standard school day, revised chapter 4 during the study break.",neutral,0.789,low,False
TXT-004348,mood_checkin,STU-2026-0127,"Standard school day, revised chapter 4 during the study break.",neutral,0.806,low,False
TXT-004349,mood_checkin,STU-2026-0127,Regular school day. Completed notes in English and started the math homework.,neutral,0.867,low,False
TXT-004350,mood_checkin,STU-2026-0127,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.92,low,False
TXT-004351,mood_checkin,STU-2026-0127,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.821,low,False
TXT-004352,mood_checkin,STU-2026-0127,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.824,low,False
TXT-004353,mood_checkin,STU-2026-0127,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.817,low,False
TXT-004354,mood_checkin,STU-2026-0127,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.916,low,False
TXT-004355,mood_checkin,STU-2026-0127,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.89,low,False
TXT-004356,mood_checkin,STU-2026-0127,Regular school day. Completed notes in English and started the math homework.,neutral,0.832,low,False
TXT-004357,mood_checkin,STU-2026-0127,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.884,low,False
TXT-004358,mood_checkin,STU-2026-0127,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.832,low,False
TXT-004359,mood_checkin,STU-2026-0127,Scored well on the math quiz! Hard work is finally paying off.,positive,0.823,low,False
TXT-004360,mood_checkin,STU-2026-0127,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.881,low,False
TXT-004361,mood_checkin,STU-2026-0127,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.908,low,False
TXT-004362,mood_checkin,STU-2026-0127,Scored well on the math quiz! Hard work is finally paying off.,positive,0.874,low,False
TXT-004363,mood_checkin,STU-2026-0127,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.937,low,False
TXT-004364,mood_checkin,STU-2026-0127,Regular school day. Completed notes in English and started the math homework.,neutral,0.837,low,False
TXT-004365,mood_checkin,STU-2026-0127,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.904,low,False
TXT-004366,mood_checkin,STU-2026-0128,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.858,medium,False
TXT-004367,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.782,medium,1
TXT-004368,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.883,medium,1
TXT-004369,mood_checkin,STU-2026-0128,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.763,medium,False
TXT-004370,mood_checkin,STU-2026-0128,Two seniors were trying to pick a fight with me outside the gymnasium.,aggression,0.825,high,True
TXT-004371,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.82,medium,1
TXT-004372,mood_checkin,STU-2026-0128,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.906,medium,1
TXT-004373,mood_checkin,STU-2026-0128,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.778,medium,False
TXT-004374,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.933,high,True
TXT-004375,mood_checkin,STU-2026-0128,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.889,medium,False
TXT-004376,mood_checkin,STU-2026-0128,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.858,medium,1
TXT-004377,mood_checkin,STU-2026-0128,They made a class group chat without me and were making inside jokes about me today.,isolation,0.886,medium,1
TXT-004378,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.871,medium,1
TXT-004379,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.814,medium,1
TXT-004380,mood_checkin,STU-2026-0128,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.947,high,True
TXT-004381,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.75,medium,1
TXT-004382,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.892,high,True
TXT-004383,mood_checkin,STU-2026-0128,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.83,medium,False
TXT-004384,mood_checkin,STU-2026-0128,Couldn't sleep all night because I am terrified of failing the physics midterm tomorrow.,anxiety,0.873,medium,False
TXT-004385,mood_checkin,STU-2026-0128,They made a class group chat without me and were making inside jokes about me today.,isolation,0.754,medium,1
TXT-004386,mood_checkin,STU-2026-0128,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.759,medium,1
TXT-004387,mood_checkin,STU-2026-0128,"Aggressive confrontation in the hallway, someone kicked my backpack into the trash.",aggression,0.803,high,True
TXT-004388,mood_checkin,STU-2026-0128,They made a class group chat without me and were making inside jokes about me today.,isolation,0.9,medium,1
TXT-004389,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.796,medium,False
TXT-004390,mood_checkin,STU-2026-0128,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.911,medium,False
TXT-004391,mood_checkin,STU-2026-0128,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.768,medium,False
TXT-004392,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.941,high,True
TXT-004393,mood_checkin,STU-2026-0128,"I sit alone every single day in the back row, nobody even says hello.",isolation,0.805,medium,1
TXT-004394,mood_checkin,STU-2026-0128,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.874,high,True
TXT-004395,mood_checkin,STU-2026-0128,I have severe panic attacks every Sunday evening thinking about school the next morning.,anxiety,0.767,medium,False
TXT-004396,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.909,high,True
TXT-004397,mood_checkin,STU-2026-0128,A group of boys keeps tripping me whenever I walk down the aisle in bus route 4.,bullying_indicator,0.891,high,True
TXT-004398,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.867,high,True
TXT-004399,mood_checkin,STU-2026-0128,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.756,medium,1
TXT-004400,mood_checkin,STU-2026-0128,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.87,high,True
TXT-004401,mood_checkin,STU-2026-0128,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.83,medium,False
TXT-004402,mood_checkin,STU-2026-0128,They took photos of me without permission in class and were laughing about posting them.,bullying_indicator,0.918,high,True
TXT-004403,mood_checkin,STU-2026-0128,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.844,medium,1
TXT-004404,mood_checkin,STU-2026-0128,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.96,high,True
TXT-004405,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.804,medium,1
TXT-004406,mood_checkin,STU-2026-0128,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.904,medium,1
TXT-004407,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.917,medium,1
TXT-004408,mood_checkin,STU-2026-0128,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.949,high,True
TXT-004409,mood_checkin,STU-2026-0128,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.897,high,True
TXT-004410,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.886,high,True
TXT-004411,mood_checkin,STU-2026-0128,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.966,high,True
TXT-004412,mood_checkin,STU-2026-0128,Someone wrote awful rumors about me on the bathroom wall.,bullying_indicator,0.942,high,True
TXT-004413,mood_checkin,STU-2026-0128,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.852,high,True
TXT-004414,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.757,medium,1
TXT-004415,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.878,high,True
TXT-004416,mood_checkin,STU-2026-0128,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.957,high,True
TXT-004417,mood_checkin,STU-2026-0128,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.918,high,True
TXT-004418,mood_checkin,STU-2026-0128,I feel completely overwhelmed by everything right now and I don't know what to do.,distress,0.935,high,True
TXT-004419,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.897,high,True
TXT-004420,mood_checkin,STU-2026-0128,"Everyone ignored me during the group project discussion, it feels like I'm completely invisible.",isolation,0.866,medium,1
TXT-004421,mood_checkin,STU-2026-0128,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.87,high,True
TXT-004422,mood_checkin,STU-2026-0128,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.911,high,True
TXT-004423,mood_checkin,STU-2026-0128,They stole my geometry box and threw it out of the third floor window.,bullying_indicator,0.907,high,True
TXT-004424,mood_checkin,STU-2026-0128,"I feel like I don't belong here at all, I have zero friends in my section.",isolation,0.98,high,True
TXT-004425,mood_checkin,STU-2026-0128,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.804,medium,False
TXT-004426,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.948,high,True
TXT-004427,mood_checkin,STU-2026-0128,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.776,medium,False
TXT-004428,mood_checkin,STU-2026-0128,"Every time I answer a question in English class, three students mock the way I speak.",bullying_indicator,0.929,high,True
TXT-004429,mood_checkin,STU-2026-0128,A group of boys keeps tripping me whenever I walk down the aisle in bus route 4.,bullying_indicator,0.868,high,True
TXT-004430,mood_checkin,STU-2026-0128,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.838,medium,False
TXT-004431,mood_checkin,STU-2026-0128,I am crying almost every day after classes and I don't have anyone to talk to.,distress,0.851,high,True
TXT-004432,mood_checkin,STU-2026-0128,A group of boys keeps tripping me whenever I walk down the aisle in bus route 4.,bullying_indicator,0.886,high,True
TXT-004433,mood_checkin,STU-2026-0128,They made a class group chat without me and were making inside jokes about me today.,isolation,0.902,high,True
TXT-004434,mood_checkin,STU-2026-0128,They keep hiding my school bag and mocking my accent during lunch break.,bullying_indicator,0.961,high,True
TXT-004435,mood_checkin,STU-2026-0128,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.853,high,True
TXT-004436,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.865,high,True
TXT-004437,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.883,high,True
TXT-004438,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.83,medium,1
TXT-004439,mood_checkin,STU-2026-0128,"I feel so exhausted mentally and physically, I just want to disappear for a while.",distress,0.888,high,True
TXT-004440,mood_checkin,STU-2026-0128,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.88,high,True
TXT-004441,mood_checkin,STU-2026-0128,My heart starts pounding and my hands shake uncontrollably whenever the teacher calls on students.,anxiety,0.817,medium,False
TXT-004442,mood_checkin,STU-2026-0128,They took photos of me without permission in class and were laughing about posting them.,bullying_indicator,0.866,high,True
TXT-004443,mood_checkin,STU-2026-0128,They keep hiding my school bag and mocking my accent during lunch break.,bullying_indicator,0.934,high,True
TXT-004444,mood_checkin,STU-2026-0128,"Everything feels pointless lately, I can barely get out of bed in the morning.",distress,0.861,high,True
TXT-004445,mood_checkin,STU-2026-0128,"The academic pressure is breaking me down, I feel like I am drowning under the workload.",distress,0.95,high,True
TXT-004446,mood_checkin,STU-2026-0128,They took photos of me without permission in class and were laughing about posting them.,bullying_indicator,0.949,high,True
TXT-004447,mood_checkin,STU-2026-0128,They stole my geometry box and threw it out of the third floor window.,bullying_indicator,0.879,high,True
TXT-004448,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.875,high,True
TXT-004449,mood_checkin,STU-2026-0128,They stole my geometry box and threw it out of the third floor window.,bullying_indicator,0.885,high,True
TXT-004450,mood_checkin,STU-2026-0128,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.905,high,True
TXT-004451,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.945,high,True
TXT-004452,mood_checkin,STU-2026-0128,Persistent teasing and name-calling by seniors during assembly lineup.,bullying_indicator,0.963,high,True
TXT-004453,mood_checkin,STU-2026-0128,Dreading oral presentations so much that my throat closes up and I feel dizzy.,anxiety,0.778,medium,False
TXT-004454,mood_checkin,STU-2026-0128,"Overwhelming nervousness about my exam ranks, I can't keep any food down today.",anxiety,0.843,medium,False
TXT-004455,mood_checkin,STU-2026-0128,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.887,high,True
TXT-004456,mood_checkin,STU-2026-0128,"Feeling severe burnout, no matter how hard I study my grades keep falling.",distress,0.893,high,True
TXT-004457,mood_checkin,STU-2026-0128,"Nobody talks to me anymore in class, they all form groups and leave me out.",isolation,0.864,high,True
TXT-004458,mood_checkin,STU-2026-0128,"Can't focus on anything, feeling hopeless and like I am letting everyone down.",distress,0.88,high,True
TXT-004459,mood_checkin,STU-2026-0128,Someone wrote awful rumors about me on the bathroom wall.,bullying_indicator,0.92,high,True
TXT-004460,mood_checkin,STU-2026-0128,"Left out of every activity during sports period, nobody picks me for their team.",isolation,0.928,high,True
TXT-004461,mood_checkin,STU-2026-0128,They keep hiding my school bag and mocking my accent during lunch break.,bullying_indicator,0.977,high,True
TXT-004462,mood_checkin,STU-2026-0128,I had to eat lunch in the restroom stall again because nobody would let me sit with them.,isolation,0.927,high,True
TXT-004463,mood_checkin,STU-2026-0129,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.894,low,False
TXT-004464,mood_checkin,STU-2026-0129,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.829,low,False
TXT-004465,mood_checkin,STU-2026-0129,Scored well on the math quiz! Hard work is finally paying off.,positive,0.857,low,False
TXT-004466,mood_checkin,STU-2026-0129,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.899,low,False
TXT-004467,mood_checkin,STU-2026-0129,Scored well on the math quiz! Hard work is finally paying off.,positive,0.927,low,False
TXT-004468,mood_checkin,STU-2026-0129,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.898,low,False
TXT-004469,mood_checkin,STU-2026-0129,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.706,low,False
TXT-004470,mood_checkin,STU-2026-0129,Scored well on the math quiz! Hard work is finally paying off.,positive,0.861,low,False
TXT-004471,mood_checkin,STU-2026-0129,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.884,low,False
TXT-004472,mood_checkin,STU-2026-0129,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.875,low,False
TXT-004473,mood_checkin,STU-2026-0129,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.896,low,False
TXT-004474,mood_checkin,STU-2026-0129,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.808,low,False
TXT-004475,mood_checkin,STU-2026-0129,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.834,low,False
TXT-004476,mood_checkin,STU-2026-0129,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.955,low,False
TXT-004477,mood_checkin,STU-2026-0129,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.832,low,False
TXT-004478,mood_checkin,STU-2026-0129,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.809,low,False
TXT-004479,mood_checkin,STU-2026-0129,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.823,low,False
TXT-004480,mood_checkin,STU-2026-0129,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.859,low,False
TXT-004481,mood_checkin,STU-2026-0129,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.93,low,False
TXT-004482,mood_checkin,STU-2026-0129,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.82,low,False
TXT-004483,mood_checkin,STU-2026-0129,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.858,low,False
TXT-004484,mood_checkin,STU-2026-0129,Scored well on the math quiz! Hard work is finally paying off.,positive,0.963,low,False
TXT-004485,mood_checkin,STU-2026-0129,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.713,low,False
TXT-004486,mood_checkin,STU-2026-0129,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.905,low,False
TXT-004487,mood_checkin,STU-2026-0129,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.925,low,False
TXT-004488,mood_checkin,STU-2026-0129,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.862,low,False
TXT-004489,mood_checkin,STU-2026-0129,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.93,low,False
TXT-004490,mood_checkin,STU-2026-0129,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.914,low,False
TXT-004491,mood_checkin,STU-2026-0129,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.868,low,False
TXT-004492,mood_checkin,STU-2026-0130,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.845,low,False
TXT-004493,mood_checkin,STU-2026-0130,"Constantly worrying that something terrible is going to happen, can't concentrate on lectures.",anxiety,0.784,low,False
TXT-004494,mood_checkin,STU-2026-0130,Scored well on the math quiz! Hard work is finally paying off.,positive,0.821,low,False
TXT-004495,mood_checkin,STU-2026-0130,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.85,low,False
TXT-004496,mood_checkin,STU-2026-0130,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.826,low,False
TXT-004497,mood_checkin,STU-2026-0130,Scored well on the math quiz! Hard work is finally paying off.,positive,0.888,low,False
TXT-004498,mood_checkin,STU-2026-0130,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.712,low,False
TXT-004499,mood_checkin,STU-2026-0130,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.913,low,False
TXT-004500,mood_checkin,STU-2026-0130,Regular school day. Completed notes in English and started the math homework.,neutral,0.863,low,False
TXT-004501,mood_checkin,STU-2026-0130,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.753,low,False
TXT-004502,mood_checkin,STU-2026-0130,Regular school day. Completed notes in English and started the math homework.,neutral,0.712,low,False
TXT-004503,mood_checkin,STU-2026-0130,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.946,low,False
TXT-004504,mood_checkin,STU-2026-0130,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.708,low,False
TXT-004505,mood_checkin,STU-2026-0130,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.759,low,False
TXT-004506,mood_checkin,STU-2026-0130,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.812,low,False
TXT-004507,mood_checkin,STU-2026-0130,"Ordinary day, attended all lectures and submitted the physics lab sheet.",neutral,0.725,low,False
TXT-004508,mood_checkin,STU-2026-0130,Classes went as scheduled. Need to finish history assignment tonight.,neutral,0.851,low,False
TXT-004509,mood_checkin,STU-2026-0130,"Normal day, lectures were standard and finished revision during free library period.",neutral,0.742,low,False
TXT-004510,mood_checkin,STU-2026-0130,"Nothing notable happened today, routine classes and caught the bus on time.",neutral,0.859,low,False
TXT-004511,mood_checkin,STU-2026-0130,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.849,low,False
TXT-004512,mood_checkin,STU-2026-0130,"The teacher appreciated my project work in front of everyone, feeling very accomplished!",positive,0.906,low,False
TXT-004513,mood_checkin,STU-2026-0130,Scored well on the math quiz! Hard work is finally paying off.,positive,0.889,low,False
TXT-004514,mood_checkin,STU-2026-0130,Scored well on the math quiz! Hard work is finally paying off.,positive,0.893,low,False
TXT-004515,mood_checkin,STU-2026-0130,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.851,low,False
TXT-004516,mood_checkin,STU-2026-0130,"Standard schedule today, ate lunch in cafeteria and prepared for tomorrow's lab.",neutral,0.808,low,False
TXT-004517,mood_checkin,STU-2026-0131,Regular school day. Completed notes in English and started the math homework.,neutral,0.942,low,False
TXT-004518,mood_checkin,STU-2026-0131,"Feeling energetic and happy, had a wonderful conversation with my classmates.",positive,0.979,low,False
TXT-004519,mood_checkin,STU-2026-0131,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.855,low,False
TXT-004520,mood_checkin,STU-2026-0131,"Had lots of fun during sports period today, feeling refreshed and positive.",positive,0.87,low,False
TXT-004521,mood_checkin,STU-2026-0131,Scored well on the math quiz! Hard work is finally paying off.,positive,0.924,low,False
TXT-004522,mood_checkin,STU-2026-0131,"Really enjoyed chemistry lab today, our titration experiment worked out great!",positive,0.907,low,False
TXT-004523,mood_checkin,STU-2026-0131,"Had a great discussion in history class, feeling confident and motivated today.",positive,0.971,low,False
TXT-004524,mood_checkin,STU-2026-0131,"Made great progress on my science project with my team, looking forward to tomorrow.",positive,0.943,low,False
